gene,ensg,condition,top_disease,overall_status,kd_ok,ontarget_significant,effect_size,n_downstream,program_contrast,program_adj_p,n_program_contrasts_sig,disease_OR,disease_FDR,n_disease_clusters,effect_term,program_term,disease_term,novelty_bonus,chain_score,effect_status,program_status,disease_status
IRF1,ENSG00000125347,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-11.4433,57.0,Th2_vs_Th1 (Ota 2021),0.0007236,1,2.018,0.0124,6,2.5212,3.1405,1.9662,0.15,8.7721,supported,supported,supported
NCLN,ENSG00000125912,Stim8hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables (with caveats),1,True,-30.8615,7.0,Th2_vs_Th1 (Ota 2021),0.0047,1,1.9783,0.0184,1,2.5649,2.3279,1.8519,0.3,8.7681,flagged,supported,supported
PGD,ENSG00000142657,Stim48hr,multiple sclerosis,"partial chain - effect:untested, program:supported, disease:supported",1,,,,Th2_vs_Th1 (Ota 2021),9.617e-05,1,3.8202,0.0077,2,0.0,4.017,2.9904,0.25,8.7592,untested,supported,supported
RBM17,ENSG00000134453,Stim48hr,Crohn's disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-15.2771,0.0,Th2_vs_Th1 (Ota 2021),0.007,1,3.2947,0.0095,4,2.5649,2.1549,2.7313,0.175,8.7551,supported,supported,supported
CIITA,ENSG00000179583,Stim8hr,rheumatoid arthritis,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-5.2372,1.0,Th2_vs_Th1 (Ota 2021),0.0034,1,3.0478,0.0018,3,1.8305,2.4685,2.9801,0.2,8.735,supported,supported,supported
NCOA1,ENSG00000084676,Stim8hr,asthma,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-10.8954,17.0,Th2_vs_Th1 (Ota 2021),0.0061,1,2.3974,0.0296,1,2.4762,2.2147,2.0258,0.3,8.7316,supported,supported,supported
MBIP,ENSG00000151332,Stim8hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-10.2364,85.0,Th2_vs_Th1 (Ota 2021),0.0055,1,2.2219,0.005,2,2.4192,2.2596,2.3023,0.25,8.7264,supported,supported,supported
SLC7A5,ENSG00000103257,Stim8hr,asthma,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-12.8852,8.0,Th2_vs_Th1 (Ota 2021),0.0053,1,2.1891,0.033,1,2.5649,2.2757,1.8711,0.3,8.7253,supported,supported,supported
CD47,ENSG00000196776,Stim8hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-24.95,2.0,Th2_vs_Th1 (Ota 2021),0.0178,1,2.5487,0.0003376,4,2.5649,1.7496,3.0856,0.175,8.6951,supported,supported,supported
CELF2,ENSG00000048740,Stim48hr,celiac disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-32.7631,19.0,Th2_vs_Th1 (Ota 2021),0.0243,1,3.4335,0.0422,1,2.5649,1.6144,2.467,0.3,8.6403,supported,supported,supported
SLC7A5,ENSG00000103257,Stim48hr,asthma,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-8.7485,1.0,Th2_vs_Th1 (Ota 2021),0.0053,1,2.3613,0.0198,1,2.2771,2.2757,2.0912,0.3,8.6373,supported,supported,supported
FAR1,ENSG00000197601,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-26.7324,5.0,Th2_vs_Th1 (Ota 2021),0.1048,0,2.5487,0.0003376,1,2.5649,0.9796,3.0856,0.3,8.6192,supported,refuted,supported
CWF19L1,ENSG00000095485,Stim8hr,psoriasis,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-10.03,2.0,Th2_vs_Th1 (Ota 2021),0.0353,1,3.1208,0.0061,1,2.4006,1.4522,2.7493,0.3,8.5827,supported,supported,supported
MBD2,ENSG00000134046,Stim8hr,inflammatory bowel disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-12.4624,926.0,Th2_vs_Th1 (Ota 2021),0.0247,1,2.8934,0.0048,2,2.5649,1.6073,2.6921,0.25,8.5805,supported,supported,supported
NFKBIZ,ENSG00000144802,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-5.9799,0.0,Th2_vs_Th1 (Ota 2021),0.0012,1,2.3196,0.002,6,1.943,2.9208,2.5634,0.15,8.5413,supported,supported,supported
PIK3R1,ENSG00000145675,Rest,rheumatoid arthritis,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-6.5526,0.0,Th2_vs_Th1 (Ota 2021),0.0043,1,2.9229,0.0045,3,2.0219,2.3665,2.7208,0.2,8.5311,supported,supported,supported
TRAF1,ENSG00000056558,Stim8hr,systemic lupus erythematosus,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-18.1123,1.0,Th2_vs_Th1 (Ota 2021),0.0242,1,3.7403,0.0025,6,2.5649,1.6162,3.2042,0.15,8.4931,supported,supported,supported
PSMB9,ENSG00000240065,Stim48hr,rheumatoid arthritis,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-24.7694,124.0,Th2_vs_Th1 (Ota 2021),0.009,1,2.8071,0.0025,7,2.5649,2.0458,2.7901,0.1429,8.4581,supported,supported,supported
NARF,ENSG00000141562,Stim48hr,rheumatoid arthritis,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-12.09,0.0,Th2_vs_Th1 (Ota 2021),0.0101,1,2.2471,0.0318,1,2.5649,1.9957,1.9169,0.3,8.4207,supported,supported,supported
RBM17,ENSG00000134453,Stim8hr,inflammatory bowel disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-17.5626,1.0,Th2_vs_Th1 (Ota 2021),0.007,1,2.6869,0.0141,4,2.5649,2.1549,2.3513,0.175,8.3086,supported,supported,supported
DNMT3A,ENSG00000119772,Stim48hr,ulcerative colitis,effect refuted: knockdown valid by gate but DE_stats shows no on-target effect,1,False,-3.6175,2.0,Th2_vs_Th1 (Ota 2021),0.0036,1,3.2147,0.0117,2,1.5299,2.4437,2.6506,0.25,8.2802,refuted,supported,supported
IFITM2,ENSG00000185201,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-11.6587,0.0,Th2_vs_Th1 (Ota 2021),0.0301,1,2.3196,0.002,2,2.5383,1.5214,2.5634,0.25,8.2789,supported,supported,supported
CALHM6,ENSG00000188820,Stim8hr,autoimmune disease,"partial chain - effect:supported, program:untested, disease:supported",1,True,-7.2526,24.0,,,0,3.0405,5.05e-06,1,2.1105,0.0,4.2527,0.3,8.2721,supported,untested,supported
NUDT1,ENSG00000106268,Stim8hr,type 1 diabetes mellitus,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-14.7281,4.0,Th2_vs_Th1 (Ota 2021),0.0381,1,4.0078,0.0052,5,2.5649,1.4191,3.1448,0.16,8.2694,supported,supported,supported
MBD2,ENSG00000134046,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-9.9858,186.0,Th2_vs_Th1 (Ota 2021),0.0247,1,2.3196,0.002,2,2.3966,1.6073,2.5634,0.25,8.2091,supported,supported,supported
ID2,ENSG00000115738,Stim8hr,asthma,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-10.2387,73.0,Th2_vs_Th1 (Ota 2021),0.0138,1,2.3974,0.0296,1,2.4194,1.8601,2.0258,0.3,8.1969,supported,supported,supported
SATB1,ENSG00000182568,Stim48hr,Crohn's disease,effect refuted: knockdown valid by gate but DE_stats shows no on-target effect,1,False,-1.0209,0.0,Th2_vs_Th1 (Ota 2021),0.0009101,1,3.956,0.0006502,20,0.7035,3.0409,3.5775,0.115,8.164,refuted,supported,supported
KLF13,ENSG00000169926,Stim8hr,psoriasis,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-5.6073,40.0,Th2_vs_Th1 (Ota 2021),0.0043,1,2.4554,0.0383,1,1.8882,2.3665,2.0044,0.3,8.1368,supported,supported,supported
MAPK1,ENSG00000100030,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-17.0352,17.0,Th2_vs_Th1 (Ota 2021),0.0126,1,1.9239,0.0239,1,2.5649,1.8996,1.7548,0.3,8.0852,supported,supported,supported
PSMB9,ENSG00000240065,Stim8hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables (with caveats),1,True,-26.475,124.0,Th2_vs_Th1 (Ota 2021),0.009,1,1.9783,0.0184,2,2.5649,2.0458,1.8519,0.25,8.0782,flagged,supported,supported
ARL4C,ENSG00000188042,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-14.2392,3.0,Th2_vs_Th1 (Ota 2021),0.0048,1,2.018,0.0124,4,2.5649,2.3188,1.9662,0.175,8.0487,supported,supported,supported
AKAP11,ENSG00000023516,Stim8hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-12.1242,25.0,Th2_vs_Th1 (Ota 2021),0.0836,0,3.3018,0.0005511,2,2.5649,1.0778,3.3526,0.15,8.0447,supported,refuted,supported
ODC1,ENSG00000115758,Stim8hr,inflammatory bowel disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-36.7832,33.0,Th2_vs_Th1 (Ota 2021),0.0164,1,2.1056,0.0352,1,2.5649,1.7852,1.801,0.3,7.9964,supported,supported,supported
TPP2,ENSG00000134900,Rest,rheumatoid arthritis,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-9.1416,2.0,Th2_vs_Th1 (Ota 2021),0.026,1,2.9229,0.0045,3,2.3166,1.585,2.7208,0.2,7.947,supported,supported,supported
NLRC5,ENSG00000140853,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-14.4722,7.0,Th2_vs_Th1 (Ota 2021),0.0466,1,2.2157,0.0025,2,2.5649,1.3316,2.4488,0.25,7.9317,supported,supported,supported
B3GNT2,ENSG00000170340,Rest,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-19.0671,4.0,Th2_vs_Th1 (Ota 2021),0.1399,0,4.651,0.0001227,7,2.5649,0.8542,4.1731,0.0429,7.9176,supported,refuted,supported
ODC1,ENSG00000115758,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-20.6818,12.0,Th2_vs_Th1 (Ota 2021),0.0164,1,2.018,0.0124,2,2.5649,1.7852,1.9662,0.25,7.8954,supported,supported,supported
RBM33,ENSG00000184863,Stim8hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-13.4639,814.0,Th2_vs_Th1 (Ota 2021),0.0242,1,1.9783,0.0184,1,2.5649,1.6162,1.8519,0.3,7.8429,supported,supported,supported
FLNB,ENSG00000136068,Stim8hr,asthma,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-7.8697,0.0,Th2_vs_Th1 (Ota 2021),0.0141,1,2.6126,0.0224,2,2.1826,1.8508,2.2104,0.25,7.8047,supported,supported,supported
P4HA2,ENSG00000072682,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-6.0261,0.0,Th2_vs_Th1 (Ota 2021),0.261,0,3.0405,5.05e-06,2,1.9496,0.5834,4.2527,0.15,7.8035,supported,refuted,supported
DOK2,ENSG00000147443,Stim48hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-19.8086,4.0,Th2_vs_Th1 (Ota 2021),0.4765,0,4.0035,0.0059,1,2.5649,0.3219,3.1158,0.3,7.8035,supported,refuted,supported
CHD3,ENSG00000170004,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-15.6764,0.0,Th2_vs_Th1 (Ota 2021),0.4449,0,2.5487,0.0003376,1,2.5649,0.3517,3.0856,0.3,7.8029,supported,refuted,supported
SP110,ENSG00000135899,Stim8hr,psoriasis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-10.0247,4.0,Th2_vs_Th1 (Ota 2021),0.0935,0,3.1208,0.0167,1,2.4001,1.0292,2.5306,0.3,7.7478,supported,refuted,supported
ASXL1,ENSG00000171456,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-37.508,41.0,Th2_vs_Th1 (Ota 2021),0.0822,0,2.5487,0.0003376,2,2.5649,1.0851,3.0856,0.15,7.746,supported,refuted,supported
TBCEL,ENSG00000154114,Stim8hr,atopic eczema,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-6.5869,17.0,Th2_vs_Th1 (Ota 2021),0.0126,1,2.5522,0.0441,1,2.0264,1.8996,2.0295,0.3,7.7422,supported,supported,supported
CD109,ENSG00000156535,Stim8hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-16.8792,3.0,Th2_vs_Th1 (Ota 2021),0.0173,1,2.0214,0.0062,3,2.5649,1.762,2.1192,0.2,7.7353,supported,supported,supported
TYMP,ENSG00000025708,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-10.9213,0.0,Th2_vs_Th1 (Ota 2021),0.021,1,2.018,0.0124,2,2.4783,1.6778,1.9662,0.25,7.6529,supported,supported,supported
P2RY10,ENSG00000078589,Stim8hr,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-12.6226,1.0,Th2_vs_Th1 (Hollbacker 2021),0.0805,0,3.0478,0.0018,2,2.5649,1.0942,2.9801,0.15,7.6352,supported,refuted,supported
CISD1,ENSG00000122873,Stim8hr,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-23.4457,42.0,Th2_vs_Th1 (Ota 2021),0.2517,0,3.2899,0.0114,1,2.5649,0.5991,2.6896,0.3,7.6098,flagged,refuted,supported
OAS3,ENSG00000111331,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-13.1904,2.0,Th2_vs_Th1 (Ota 2021),0.0158,1,2.018,0.0124,3,2.5649,1.8013,1.9662,0.2,7.599,supported,supported,supported
TUFM,ENSG00000178952,Stim8hr,inflammatory bowel disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-22.3668,651.0,Th2_vs_Th1 (Ota 2021),0.0418,1,2.6869,0.0141,3,2.5649,1.3788,2.3513,0.2,7.5541,supported,supported,supported
ID2,ENSG00000115738,Stim48hr,atopic eczema,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-3.0907,498.0,Th2_vs_Th1 (Ota 2021),0.0138,1,3.4696,0.0356,1,1.4087,1.8601,2.519,0.3,7.5242,supported,supported,supported
PCMTD1,ENSG00000168300,Stim8hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-14.8317,0.0,Th2_vs_Th1 (Ota 2021),0.0332,1,1.926,0.0255,1,2.5649,1.4789,1.7423,0.3,7.522,supported,supported,supported
TNIP2,ENSG00000168884,Stim8hr,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-16.6827,16.0,Th2_vs_Th1 (Ota 2021),0.0518,0,3.0478,0.0018,3,2.5649,1.2857,2.9801,0.1,7.5138,supported,refuted,supported
ZFAND3,ENSG00000156639,Stim8hr,type 1 diabetes mellitus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-18.3949,6.0,Th2_vs_Th1 (Hollbacker 2021),0.8528,0,4.0078,0.0052,1,2.5649,0.0692,3.1448,0.3,7.5126,supported,refuted,supported
BATF3,ENSG00000123685,Stim8hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-14.4481,2.0,Th2_vs_Th1 (Ota 2021),0.0892,0,3.8545,0.0123,2,2.5649,1.0496,2.9016,0.15,7.4936,supported,refuted,supported
HIVEP3,ENSG00000127124,Stim8hr,systemic lupus erythematosus,effect refuted: knockdown valid by gate but DE_stats shows no on-target effect,1,False,-0.5933,4.0,Th2_vs_Th1 (Ota 2021),0.005,1,3.7403,0.0025,2,0.4658,2.301,3.2042,0.25,7.4638,refuted,supported,supported
SUCLG2,ENSG00000172340,Stim48hr,autoimmune disease,"partial chain - effect:untested, program:supported, disease:supported",1,,,,Th2_vs_Th1 (Ota 2021),0.0002238,1,2.3196,0.002,3,0.0,3.6501,2.5634,0.2,7.4562,untested,supported,supported
RAD50,ENSG00000113522,Stim48hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.0898,748.0,Th2_vs_Th1 (Ota 2021),0.1024,0,4.5639,0.0038,2,2.0906,0.9897,3.4004,0.15,7.4528,flagged,refuted,supported
FASLG,ENSG00000117560,Stim8hr,inflammatory bowel disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-16.2923,2.0,Th2_vs_Th1 (Ota 2021),0.0221,1,2.6869,0.0141,9,2.5649,1.6556,2.3513,0.1333,7.4481,supported,supported,supported
APEH,ENSG00000164062,Stim48hr,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-30.3333,0.0,Th2_vs_Th1 (Ota 2021),0.1754,0,3.956,0.0006502,4,2.5649,0.756,3.5775,0.075,7.4158,supported,refuted,supported
FOSL1,ENSG00000175592,Stim8hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.8531,1.0,Th2_vs_Th1 (Ota 2021),0.2967,0,3.0645,0.0018,1,2.1808,0.5277,2.988,0.3,7.4054,supported,refuted,supported
CSK,ENSG00000103653,Stim8hr,systemic lupus erythematosus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-36.828,325.0,Th2_vs_Th1 (Ota 2021),0.0546,0,3.7403,0.0025,6,2.5649,1.2628,3.2042,0.05,7.3835,supported,refuted,supported
ALPK1,ENSG00000073331,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-2.023,6.0,Th2_vs_Th1 (Ota 2021),0.4797,0,3.0405,5.05e-06,1,1.1062,0.319,4.2527,0.3,7.3813,refuted,refuted,supported
JUND,ENSG00000130522,Stim8hr,Crohn's disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-9.8271,44.0,Th2_vs_Th1 (Ota 2021),0.04,1,2.9314,0.0255,3,2.3821,1.3979,2.3483,0.2,7.354,supported,supported,supported
AEBP2,ENSG00000139154,Stim48hr,celiac disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-23.3113,509.0,Th2_vs_Th1 (Ota 2021),0.8009,0,4.1274,0.0171,1,2.5649,0.0964,2.9287,0.3,7.2671,supported,refuted,supported
AEBP2,ENSG00000139154,Stim8hr,celiac disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-23.0996,54.0,Th2_vs_Th1 (Ota 2021),0.8009,0,5.2346,0.0029,2,2.5649,0.0964,3.6569,0.15,7.266,supported,refuted,supported
TUFM,ENSG00000178952,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-11.9473,475.0,Th2_vs_Th1 (Ota 2021),0.0418,1,1.9239,0.0478,1,2.5609,1.3788,1.6043,0.3,7.2072,supported,supported,supported
NFKBIA,ENSG00000100906,Stim48hr,rheumatoid arthritis,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-6.3447,3.0,Th2_vs_Th1 (Ota 2021),0.0388,1,2.8071,0.0025,5,1.994,1.4112,2.7901,0.16,7.1865,supported,supported,supported
RBM33,ENSG00000184863,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-11.3198,241.0,Th2_vs_Th1 (Ota 2021),0.0242,1,1.6591,0.0462,1,2.5112,1.6162,1.3981,0.3,7.1831,supported,supported,supported
RIN3,ENSG00000100599,Stim48hr,autoimmune disease,effect refuted: knockdown valid by gate but DE_stats shows no on-target effect,1,False,-1.4272,1.0,Th2_vs_Th1 (Ota 2021),0.0014,1,1.9239,0.0239,1,0.8867,2.8539,1.7548,0.3,7.1441,refuted,supported,supported
ANKRD10,ENSG00000088448,Stim48hr,celiac disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.583,4.0,Th2_vs_Th1 (Ota 2021),0.5294,0,4.1274,0.0171,1,2.26,0.2762,2.9287,0.3,7.1044,supported,refuted,supported
PRPF40A,ENSG00000196504,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,False,-1.8363,32.0,Th2_vs_Th1 (Ota 2021),0.7105,0,3.0405,5.05e-06,1,1.0425,0.1484,4.2527,0.3,7.0767,refuted,refuted,supported
TNFRSF14,ENSG00000157873,Rest,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-15.5155,8.0,Th2_vs_Th1 (Hollbacker 2021),0.897,0,4.651,0.0001227,7,2.5649,0.0472,4.1731,0.0429,7.0761,supported,refuted,supported
PCMTD1,ENSG00000168300,Stim48hr,autoimmune disease,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-16.7118,0.0,Th2_vs_Th1 (Ota 2021),0.0332,1,1.6591,0.0462,1,2.5649,1.4789,1.3981,0.3,7.0745,supported,supported,supported
C8orf33,ENSG00000182307,Stim8hr,inflammatory bowel disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-24.4985,84.0,Th2_vs_Th1 (Ota 2021),0.0836,0,2.8934,0.0048,3,2.5649,1.0778,2.6921,0.1,6.9684,supported,refuted,supported
MBNL1,ENSG00000152601,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.3474,0.0,Th2_vs_Th1 (Ota 2021),0.7035,0,2.5487,0.0003376,1,2.122,0.1527,3.0856,0.3,6.9683,supported,refuted,supported
RASGRP1,ENSG00000172575,Stim48hr,systemic lupus erythematosus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.6453,308.0,Th2_vs_Th1 (Ota 2021),0.0596,0,3.2626,0.0197,2,2.2665,1.2248,2.5588,0.15,6.9575,supported,refuted,supported
RAD50,ENSG00000113522,Stim8hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.0157,17.0,Th2_vs_Th1 (Ota 2021),0.1024,0,2.9819,0.0404,1,2.0814,0.9897,2.273,0.3,6.9474,supported,refuted,supported
FAS,ENSG00000026103,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-17.0953,8.0,Th2_vs_Th1 (Ota 2021),0.1003,0,2.5487,0.0003376,9,2.5649,0.9987,3.0856,0.0333,6.8708,flagged,refuted,supported
TNFRSF14,ENSG00000157873,Stim8hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-17.4801,0.0,Th2_vs_Th1 (Hollbacker 2021),0.897,0,3.3018,0.0005511,2,2.5649,0.0472,3.3526,0.15,6.8595,supported,refuted,supported
PDE7A,ENSG00000205268,Stim8hr,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-11.2715,0.0,Th2_vs_Th1 (Ota 2021),0.3385,0,3.0478,0.0018,2,2.5073,0.4704,2.9801,0.15,6.8515,supported,refuted,supported
UBAC2,ENSG00000134882,Rest,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.224,1.0,Th2_vs_Th1 (Hollbacker 2021),0.1957,0,5.2985,0.0347,2,2.1071,0.7084,3.1354,0.15,6.8435,supported,refuted,supported
ATP2A2,ENSG00000174437,Stim48hr,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-10.1418,1565.0,Th2_vs_Th1 (Hollbacker 2021),0.616,0,3.956,0.0006502,3,2.4107,0.2104,3.5775,0.1,6.8185,supported,refuted,supported
AGO2,ENSG00000123908,Stim8hr,autoimmune disease,effect refuted: knockdown valid by gate but DE_stats shows no on-target effect,1,False,-3.5816,1.0,Th2_vs_Th1 (Ota 2021),0.0201,1,2.2219,0.0025,3,1.522,1.6968,2.4528,0.2,6.806,refuted,supported,supported
ORMDL3,ENSG00000172057,Stim48hr,autoimmune disease,effect refuted: knockdown valid by gate but DE_stats shows no on-target effect,1,False,-2.2151,0.0,Th2_vs_Th1 (Hollbacker 2021),0.0035,2,1.9239,0.0478,1,1.1679,2.4559,1.6043,0.3,6.7965,refuted,supported,supported
CLIC4,ENSG00000169504,Stim48hr,asthma,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-15.5792,0.0,Th2_vs_Th1 (Ota 2021),0.2335,0,2.3613,0.0265,1,2.5649,0.6317,2.028,0.3,6.792,supported,refuted,supported
ANK3,ENSG00000151150,Stim8hr,inflammatory bowel disease,effect refuted: knockdown valid by gate but DE_stats shows no on-target effect,1,False,-1.7201,0.0,Th2_vs_Th1 (Ota 2021),0.0077,1,2.8934,0.0031,6,1.0007,2.1135,2.7871,0.15,6.7865,refuted,supported,supported
MAP3K14,ENSG00000006062,Stim8hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.7922,0.0,Th2_vs_Th1 (Hollbacker 2021),0.8668,0,4.8979,0.0005224,3,2.1739,0.0621,3.9332,0.1,6.786,supported,refuted,supported
PLXNC1,ENSG00000136040,Stim48hr,asthma,consistent with a validated gene -> program -> disease chain re-derived from the tables,1,True,-6.4732,0.0,Th2_vs_Th1 (Ota 2021),0.0482,1,2.3613,0.0198,2,2.0113,1.317,2.0912,0.25,6.7744,supported,supported,supported
FAS,ENSG00000026103,Stim48hr,Crohn's disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-19.1098,2.0,Th2_vs_Th1 (Ota 2021),0.1003,0,3.2947,0.0095,4,2.5649,0.9987,2.7313,0.075,6.7671,flagged,refuted,supported
COMMD9,ENSG00000110442,Stim8hr,psoriasis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-15.5844,4.0,Th2_vs_Th1 (Ota 2021),0.797,0,3.1208,0.0167,1,2.5649,0.0985,2.5306,0.3,6.7523,supported,refuted,supported
FAM98B,ENSG00000171262,Stim48hr,systemic lupus erythematosus,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-13.8126,1427.0,Th2_vs_Th1 (Ota 2021),0.933,0,3.2626,0.0197,1,2.5649,0.0301,2.5588,0.3,6.7,supported,refuted,supported
VSIR,ENSG00000107738,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-14.3829,1.0,Th2_vs_Th1 (Ota 2021),0.0863,0,2.2219,0.0025,3,2.5649,1.064,2.4528,0.1,6.6899,supported,refuted,supported
RASGRP1,ENSG00000172575,Stim8hr,autoimmune disease,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-7.3473,992.0,Th2_vs_Th1 (Ota 2021),0.0596,0,2.5487,0.0003376,8,2.1219,1.2248,3.0856,0.0375,6.6735,supported,refuted,supported
SH2B3,ENSG00000111252,Stim8hr,rheumatoid arthritis,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-8.5246,0.0,Th2_vs_Th1 (Hollbacker 2021),0.0638,0,3.0478,0.0018,8,2.2539,1.1952,2.9801,0.0375,6.6703,supported,refuted,supported
RPRD2,ENSG00000163125,Stim48hr,atopic eczema,program link refuted: knockdown valid but no significant Th1/Th2 shift,1,True,-16.0374,2754.0,Th2_vs_Th1 (Ota 2021),0.9835,0,3.4696,0.0356,1,2.5649,0.0072,2.519,0.3,6.6186,supported,refuted,supported
